,CNV,CNV,CNV,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2
,median,std,len,median,std,len,median,std,len,median,std,len,median,std,len,median,std,len,median,std,len,median,std,len,median,std,len
,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4EBP3,,,,-0.04435156291782854,0.28431954867351994,3.0,-0.29395360492786504,0.2961396343080695,3.0,0.13519874716257585,0.2998132053943394,3.0,-0.37898374217186587,0.38213095918957746,3.0,-0.45182118684355216,0.16266209163245549,3.0,-0.6486414856676654,0.5470154546425681,3.0,-0.962525281440761,0.3902065311239214,3.0,-1.2954077911602735,0.4053055516940816,3.0
EMC1,,,,-0.2613883582848372,0.4797000646330417,6.0,-0.34751649365553905,0.5922135129191793,6.0,-0.5301026452997232,0.5065093153163382,6.0,-0.7482128847722064,0.6633881765268174,6.0,-0.27187232434606984,0.5094942748374998,6.0,-0.17422986403496266,0.5156256395433553,6.0,-1.1548380700453482,0.4721642664505965,6.0,-1.095476663311601,0.6208434421222873,6.0
EMC10,,,,0.22285178238935627,0.31339037190777613,4.0,0.09941920464776173,0.31616940835852053,4.0,0.022401381396940527,0.3882832252982407,4.0,0.051682655604031805,0.31014749946125364,4.0,0.2294662304458738,0.32759572237714557,4.0,0.18073867882741138,0.19021537198014918,4.0,-0.405696453126907,0.7529921547254553,4.0,-0.3059423353474776,0.7823728822283131,4.0
EMC2,,,,-0.06787982033824976,0.14493564265374517,2.0,-0.05053246202876528,0.17358963004753417,2.0,-0.11446645416245904,0.2712005712600946,2.0,-0.3775485954513309,0.22312251337883246,2.0,0.05783246065166392,0.35653058557998807,2.0,-0.09065193032841254,0.2625995446184388,2.0,-0.4327531431787415,0.7169362230049248,2.0,-0.1520124159263156,0.5665468837708452,2.0
EMC3,,,,-0.4655803308661597,0.3406088829591818,4.0,-0.37583807690115334,0.3494148849620615,4.0,-0.7254333086553753,0.5674252447223977,4.0,-0.5619893974209336,0.4232616407739335,4.0,-0.31075615342779994,0.17490931846425917,4.0,-0.2566975598809632,0.2928308737032633,4.0,-1.7551686318648083,0.37593196565613535,4.0,-1.4399944017601476,0.4231909648387938,4.0
EMC4,,,,-0.24875792675313435,0.3298146591641504,4.0,-0.12153248977897259,0.4221749408349694,4.0,-0.34973530573086314,0.5622880906080696,4.0,-0.44279276593400074,0.76472239140121,4.0,-0.10245477228800265,0.39465288834103784,4.0,-0.06990695519055605,0.4838318883389841,4.0,-0.8918772026017237,0.12542370578094417,4.0,-1.1022732794629755,0.30178928131882365,4.0
EMC6,,,,-0.6745515823620936,0.5934849222058003,2.0,-0.49286367204850445,0.7179484144454616,2.0,-0.778130214938484,0.6820488889111764,2.0,-1.155228181531778,0.8673715777233502,2.0,-0.1429462360448945,0.18596607140932606,2.0,-0.04527562053377203,0.12509187334301317,2.0,-1.3931437228816912,0.11354718629243993,2.0,-1.2499312180221038,0.2580035969859864,2.0
EMC7,,,,-0.6678760747046374,0.24590435692096757,3.0,-0.7572320204068546,0.24464333893528387,3.0,-1.1124200525028336,0.7509695422329192,3.0,-0.9272126640940718,0.5219286133330207,3.0,-0.6241926673915549,0.03456741278912747,3.0,-0.504005438552582,0.1680007428757829,3.0,-0.8494459160816099,0.7382125462975727,3.0,-1.1909374651740456,0.6086285518150442,3.0
EMC8,,,,-0.15853603581615333,0.23596877516363324,3.0,-0.06405282583489971,0.20184534318781966,3.0,-0.41126830062737596,0.3270886577589312,3.0,0.04084923335068604,0.1715216463561881,3.0,-0.02211651681798681,0.2040720919404925,3.0,-0.036046295716527725,0.2778953925161192,3.0,-0.9955625330868527,0.39359521221274435,3.0,-0.5123330580815909,0.23323822270228045,3.0
EMC9,,,,0.1692363160557234,0.40351595280689867,3.0,0.26273890782543713,0.4804895814926232,3.0,-0.0621372450025078,0.5181811857959193,3.0,0.08427746508970836,0.498673010112093,3.0,0.2107139023032774,0.22901309484876384,3.0,0.22265214110607667,0.2800197573054467,3.0,-0.028582028335996563,0.7543046847878172,3.0,-0.10706755561560351,0.715160432139528,3.0
EME2,,,,-0.1506271350794033,0.40569799766505876,3.0,0.3299330269543275,0.45840386463066923,3.0,0.17487273347784824,0.5492095633493851,3.0,-4.944465160237987e-05,0.5632391524871037,3.0,0.3949332375601591,0.622297627166263,3.0,0.34852203480687927,0.6277961731089426,3.0,-0.8125248235995687,1.1736033696211734,3.0,-1.0236484666875512,1.0610990306124752,3.0
ENDOU,,,,-0.08159244426821688,0.5238583238340768,6.0,-0.09049384736663167,0.5083714928740747,6.0,-0.15311931251090724,0.4093763234050018,6.0,-0.21683889518291177,0.5606594751013599,6.0,-0.2640685870310539,0.3371297294098033,6.0,-0.027733921207827934,0.38790712402304617,6.0,-0.668225102660494,0.6241845263352425,6.0,-0.6266843943557012,0.5972263118831371,6.0
ENDOV,,,,-0.14315755240465672,0.14020578319027463,4.0,-0.15879774187933865,0.1317312003176815,4.0,-0.15218164235539056,0.10813431694612236,4.0,-0.15519882563506615,0.3870432976178058,4.0,-0.1559628331166184,0.1778939151919801,4.0,-0.21820608189175694,0.1441249080593477,4.0,-1.228936642388927,0.22701780526665977,4.0,-1.2567317925438273,0.2506480840262539,4.0
ENHO,,,,-0.16031269974291545,0.06994550188089484,2.0,-0.05465871420032685,0.013708044651901763,2.0,-0.14087602706059327,0.07101265845807253,2.0,-0.13108391970811084,0.03950857723659626,2.0,-0.014442417772996943,0.15179455238586784,2.0,0.03882174301028993,0.03243049220782768,2.0,-0.5260430377817051,0.7225235681965331,2.0,-0.19256972710870823,1.1801486695015102,2.0
EOGT,,,,-0.4744517617673988,0.39783153745484445,3.0,-0.5192190813460301,0.46938448599225496,3.0,-0.1995790828988301,0.7412683109121787,3.0,-0.49920225743908514,0.5697623205689809,3.0,-0.33505994248078935,0.3362629515446121,3.0,-0.0786311571441696,0.475982627094591,3.0,-0.8524072038094769,0.29081563800560456,3.0,-1.051445874720997,0.512611811604184,3.0
EPG5,,,,0.05676126168651445,0.14079699373670915,3.0,0.07389664904019021,0.08119579617430432,3.0,0.15388726267060973,0.10520505964187188,3.0,-0.15804260036928613,0.07895819339099461,3.0,0.3015355551970848,0.13974888401914845,3.0,0.19676979604223505,0.08713501312499382,3.0,-0.009737859418447356,0.6751572924584935,3.0,-0.21753811257683073,1.0310644385851666,3.0
EPT1,,,,-0.05090708853004128,0.6429981460152696,4.0,0.1557122666495346,0.8210009676024289,4.0,-0.12111653720282735,0.3661648791361531,4.0,-0.41451614884068066,0.574393279977698,4.0,-0.026085174628073554,0.7551637674748738,4.0,-0.012647012507078881,0.8929683905668251,4.0,-0.5328447118367637,0.8927490757236469,4.0,-0.5311613709151533,0.6908484611144816,4.0
ERCC6L2,,,,-0.2854097161721213,0.08016629315436344,3.0,-0.08834897341597625,0.2216684370252024,3.0,-0.46927418206953225,0.19626211100283467,3.0,-0.36748548906931744,0.8105889726150941,3.0,-0.39574134534674554,0.10961978092684184,3.0,-0.4867200136868056,0.2550837743206958,3.0,-1.5348274614265682,0.43110824451917756,3.0,-1.4573762551732299,0.34984037733420437,3.0
ERLEC1,,,,-0.14939494455284216,0.15638883988308538,5.0,-0.1652244533288074,0.10013953205441015,5.0,-0.1519857111464162,0.13331685912095678,5.0,-0.19358832683131647,0.13297803590319612,5.0,-0.25902615857640465,0.05279235762556785,5.0,-0.3018635430539928,0.15662606857349046,5.0,-1.1065766496426053,0.1324524633890435,5.0,-1.0153174179559619,0.20407947044559233,5.0
ERV3-1,,,,0.16758321155445505,0.06925084730415286,2.0,0.1526423594437166,0.1009452529363173,2.0,-0.14001820843293464,0.3945292519671855,2.0,-0.10842944388457519,0.09807041922668018,2.0,0.10387645978142285,0.04406956075167877,2.0,0.19036092854126568,0.05838308888704308,2.0,-0.7133105113548893,0.47505879038700133,2.0,-0.8316365533806318,0.40721492789123487,2.0
ERVFRD-1,,,,-0.509430076167604,0.6005426379281541,2.0,-0.06580144991524628,0.03670092739644383,2.0,-0.5583201811546233,0.32086016449896604,2.0,-0.39555600759350085,0.035843742857639804,2.0,-0.4582360976892155,0.5719240221690987,2.0,-0.27258493109581616,0.33509378237427145,2.0,-1.2002298432954797,0.530581554570337,2.0,-1.6407347695222416,0.13691279552287805,2.0
ETV2,,,,-0.12024968982055598,0.42090892469495056,3.0,-0.15860126179509035,0.41032355494288486,3.0,-0.04529453566801343,0.6037669575140695,3.0,-0.12303539870885959,0.3599248517068136,3.0,0.03258023020847842,0.1769444792532387,3.0,0.14333953514199418,0.16999385812678752,3.0,-1.2003974432652975,0.25068285574268434,3.0,-1.368774200230569,0.4921299398697471,3.0
EVI2A,,,,-0.5952558521318694,0.5305763248745842,3.0,-0.5313837084319409,0.6793423036490698,3.0,-0.9445696839189528,0.6891772050143146,3.0,-0.8903010672130155,0.7510025362420611,3.0,-0.40446642319108966,0.27540784102954147,3.0,-0.44541183917358984,0.32027811879982654,3.0,-1.3674954981077214,0.11794141083924126,3.0,-1.4233370037489848,0.6779774474316325,3.0
EVI2B,,,,-0.036938974852171576,0.19289392170698905,2.0,-0.005410208464614107,0.06079555369276199,2.0,0.4113518224282144,0.006193070864769372,2.0,0.20403204283540927,0.121341090608658,2.0,-0.046383541933115724,0.31362243246548094,2.0,-0.06180290865781215,0.17723991855010743,2.0,-1.2339345625574023,0.06314424266433624,2.0,-1.313981036703269,0.010006389500029623,2.0
EVX1,,,,0.125368719680502,0.3207605600904546,3.0,0.19121228221260334,0.0815856721237887,3.0,0.23468587434662297,0.4207335649672325,3.0,-0.20453322248107747,0.11518930503755463,3.0,-0.20459641934248893,0.18773454219165636,3.0,0.003602350527578436,0.04988142982808787,3.0,-1.0029172621247227,0.4226676221042125,3.0,-1.3130170520960303,0.6460799480896485,3.0
EXOC3L1,,,,0.17515371322813628,0.15575821111485222,4.0,-0.02269717129423531,0.08555003221643812,4.0,0.2412399859208848,0.42477230662365545,4.0,-0.3505467907528148,0.4092218971214195,4.0,-0.05093707716655828,0.20344984905998648,4.0,-0.11688796911945473,0.14755934426911307,4.0,-1.1516327203454504,0.3042712204383634,4.0,-1.003418265648093,0.3774382537875255,4.0
EXOC3L4,,,,-0.10435477022168446,0.2735598731860395,4.0,0.11967278669346187,0.1315318469430435,4.0,0.30702005583509345,0.35118686506770863,4.0,0.011771778602087328,0.23818563282766986,4.0,0.049992586057247206,0.11218350003591902,4.0,0.19865277732274622,0.14522632086206474,4.0,-0.6000851758510395,0.7216733206135023,4.0,-0.4304834167148324,0.7545762387843064,4.0
EXOSC4,,,,-0.6162845695250878,0.6225486045137463,4.0,-0.5050578509429953,0.6864116096213029,4.0,-0.7489046197278676,0.3936055950781198,4.0,-0.5299990615719351,0.4710210718784593,4.0,-0.1434351533911387,0.5522766332141934,4.0,-0.2367426711475381,0.6031491063609785,4.0,-1.3093645896126207,0.9666235244711886,4.0,-1.2477887538921566,1.0851882530774812,4.0
EXOSC6,,,,-0.5940958763408895,1.2220292601627922,2.0,-0.47795387902845926,1.1846082083986642,2.0,-0.5786453655169543,0.8755156536379144,2.0,-0.4595082089192823,1.2886850389887667,2.0,-0.47286037857191254,0.85772143170564,2.0,-0.1767620289508954,0.8933854993689305,2.0,-0.9101959455001026,1.1847337878832358,2.0,-0.9019408962104449,1.1596095542987181,2.0
F2RL2,,,,0.0371515285920415,0.5304339462308475,4.0,-0.03251333280847252,0.4013774557282129,4.0,0.030866258085714568,0.2944399146837216,4.0,-0.04475795356207944,0.4870442327336171,4.0,-0.059013496015416195,0.16664972711994053,4.0,-0.10744440818365616,0.34476961167895076,4.0,-1.2287395234241287,0.08331584787861135,4.0,-1.2852943617409274,0.1256679307837844,4.0
F2RL3,,,,-0.17402326320859635,0.10789946505477122,4.0,-0.023815894664892645,0.154318249634504,4.0,-0.3786895098308167,0.10254307411506566,4.0,-0.1393391386402174,0.42406635018044037,4.0,-0.0490931657495155,0.15947839077573853,4.0,-0.0862415697242373,0.18261164477165692,4.0,-0.508711837586552,0.8254240964114099,4.0,-0.31193761165534706,0.843362650868092,4.0
FABP12,,,,0.045510943223391866,0.6750049318108898,3.0,-0.013014562594190447,0.4657692830857799,3.0,-0.07392248649586713,0.37898332628402515,3.0,0.28732291590135195,0.1074320169085298,3.0,-0.16141779926657485,0.46580520704012135,3.0,0.058921712949737026,0.44783566779928363,3.0,-0.7579516195809329,0.42181739189212386,3.0,-0.44227086190432363,0.3320029755597621,3.0
FAM110D,,,,-0.20064696635755053,0.22179308384702065,3.0,-0.3081056264362332,0.12687014385307635,3.0,-0.2760908394271673,0.1253786110227178,3.0,-0.509440967107303,0.39096800148961663,3.0,-0.2149805916994877,0.18106910123615857,3.0,-0.01513902836451116,0.22998475430877205,3.0,-1.2993538967877494,0.21772280842162034,3.0,-1.3563716414009128,0.4820590773399219,3.0
FAM115C,,,,0.35396872784938965,0.2802461514547096,4.0,0.3147207801298746,0.339067888569441,4.0,0.3469556379214128,0.5147303921064408,4.0,0.37621590672096966,0.18816486826443263,4.0,0.29996111937683656,0.26695464837157523,4.0,0.24879902600144188,0.5087830168259496,4.0,-0.613498567604917,0.4048161222636876,4.0,-0.6846892548557357,0.23436336670846064,4.0
FAM122A,,,,-0.3318203440215759,0.05873317209325768,2.0,-0.2698539475328968,0.24921385032526566,2.0,-0.3665386834381299,0.44995564667858745,2.0,-0.47350857316458006,0.2703993972576432,2.0,-0.39447174846460287,0.5409125736737366,2.0,-0.23364627609355898,0.4182966039058759,2.0,-0.9154744532946865,0.48640164111536016,2.0,-1.062879883431682,0.6276837934991744,2.0
FAM127C,,,,-0.03299810252217337,0.10550840651203013,2.0,-0.010105157704916795,0.3047770946282011,2.0,-0.3999620836065293,0.43013490492834516,2.0,0.42915663535469006,0.2370419589901311,2.0,0.14913570402616277,0.1764312366568708,2.0,0.12574707675049207,0.22000344735887742,2.0,-0.32414839772420134,0.500269761699966,2.0,-0.4448603127475978,0.11237160974104836,2.0
FAM132A,,,,0.20582674307192572,0.519299366379255,3.0,0.28831236229767504,0.41027715401272363,3.0,0.4128818516188701,0.35907593365760726,3.0,0.5995120123563414,0.6321276504991414,3.0,0.09182869615495519,0.8188466453948898,3.0,-0.01316195660819499,0.7176980953691504,3.0,-0.5733670421660575,0.4718422030613021,3.0,-0.18863754258985033,0.5706251910327965,3.0
FAM151A,,,,0.23294397872071917,0.43952771191187195,2.0,0.2796499714701748,0.24591529371906962,2.0,0.03696717850495132,0.352860831237436,2.0,0.2728535919360045,0.27808018394593437,2.0,0.2415803605703988,0.30663877228818737,2.0,0.21023203166442622,0.541300129917267,2.0,-0.48335340677504046,0.8105572689704492,2.0,-0.4082050267765698,0.32467911720356374,2.0
FAM159B,,,,-0.21406204705467344,0.49254385803488976,4.0,0.04749752552711331,0.4491518174168241,4.0,-0.13862394407499662,0.38721687570579905,4.0,-0.15480322560316695,0.4639936879378038,4.0,-0.03467501038617123,0.43529185412552507,4.0,0.05649604037616991,0.5001552831443037,4.0,-0.7343068516123714,0.5455054690248178,4.0,-0.4476436428464038,0.3995267226722004,4.0
FAM163B,,,,0.11178547838775296,0.2003761014314176,4.0,-0.004951694567121787,0.19163060325831685,4.0,0.34595738344426685,0.41049842165413125,4.0,0.21409127789927596,0.21787741695665439,4.0,0.06673692544369757,0.11166748787361386,4.0,0.09359218899714367,0.24077685265706839,4.0,-0.6925548678349984,0.18608062178485923,4.0,-0.7440554109921884,0.45654996012160687,4.0
FAM166A,,,,-0.3874251902242351,0.44717156975853956,3.0,-0.5115738853628838,0.46566836465389283,3.0,-0.66763352182735,0.46635126188755965,3.0,-0.3439470431614745,0.48984312003830427,3.0,-0.541550815104688,0.2312305709348806,3.0,-0.5065247495127,0.2713942180177573,3.0,-1.6568307405074818,0.27851796160137005,3.0,-1.9013252446952482,0.2633421424838197,3.0
FAM166B,,,,-0.09547557087990707,0.13233400573818319,3.0,-0.06967080877851002,0.11513450287802547,3.0,-0.20179760601614413,0.22940989965550224,3.0,0.2508542788347016,0.38497367313449954,3.0,-0.18741720008661447,0.17327040976419844,3.0,-0.13377126632071756,0.16599282425304548,3.0,-1.5408421161266381,0.6134223163503619,3.0,-1.4323761131332355,0.6179917774701809,3.0
FAM170B,,,,0.07760971057241398,0.09404321769366548,3.0,0.1377821422614462,0.13016972634989474,3.0,0.08715133674165082,0.4609016839606708,3.0,0.132568030687391,0.21635582657717506,3.0,-0.01972109561871866,0.10990775989932139,3.0,0.07300605420592488,0.03623471283193303,3.0,-0.9806550627587399,0.266137392220428,3.0,-1.1225248629048512,0.3376586911721128,3.0
FAM176B,,,,0.029038097406743964,0.3511237455646312,4.0,-0.11775805311180655,0.343820963933515,4.0,-0.2936986293388703,0.41008162648999674,4.0,-0.11427935157691212,0.4211333838552557,4.0,-0.1936371468496509,0.11012822439228184,4.0,-0.2878287130142013,0.2158760303473972,4.0,-0.9599350667676458,0.8968369853803411,4.0,-0.9611544086396341,0.45848174505687744,4.0
FAM176C,,,,0.09148671701952046,0.17875792650812772,3.0,0.030894843761619238,0.42315783739302676,3.0,0.07204275227722984,0.1773307390923613,3.0,0.3226583857117703,0.326661680373071,3.0,0.1490151981637319,0.3661895712705816,3.0,0.018326575280256066,0.4257211634951669,3.0,-0.6199080604496263,0.7676269394251486,3.0,-0.970458184714473,1.1550293415007236,3.0
FAM188A,,,,-0.2507959149129019,0.24583088044659446,4.0,-0.3237427721974122,0.3097281307252892,4.0,-0.13167506000473989,0.12054543044378782,4.0,-0.4937234406152996,0.20242979319462515,4.0,-0.05425134789088792,0.21662644373183823,4.0,-0.24183249511500987,0.29047177644141364,4.0,-0.798619556272689,0.45783766870381704,4.0,-0.9753600344706121,0.47609677923629895,4.0
FAM188B,,,,0.12283700372032574,0.18895534483660661,2.0,0.23884155588229794,0.12321620173108418,2.0,0.3849697695694071,0.04557515887085312,2.0,0.25213567931282066,0.015399074075263558,2.0,0.0828621555915643,0.08028259167604261,2.0,0.12588558716902132,0.3316776289686924,2.0,-0.5036433021887313,1.1838351407439165,2.0,-0.6173043806156705,0.5430051170551755,2.0
FAM190A,,,,-0.0884190179426593,0.4205385883884297,4.0,-0.15801779020027995,0.41643949459232144,4.0,-0.22134891432494874,0.4025859548509875,4.0,-0.23866144946108953,0.3764434206516369,4.0,-0.1155213068996519,0.2645610169746779,4.0,-0.09403750107464645,0.41165122218760614,4.0,-1.316263927001406,0.4554110621197992,4.0,-1.2931726716104208,0.3507285104680775,4.0
FAM192A,,,,-0.15870176083204826,0.3135564232605292,3.0,-0.20320901092089452,0.31147315778908663,3.0,-0.07309408515975747,0.3545261553088136,3.0,-0.25835677348638264,0.5213280264710933,3.0,0.03302834601550217,0.21149787144767343,3.0,-0.2621587764977722,0.2440285186215308,3.0,-0.7914269918992956,0.2832427476592469,3.0,-0.9537108481068045,0.5895301179309391,3.0
FAM193A,,,,0.03671736577295704,0.11723325708900967,5.0,0.06801267833990722,0.1311023261989033,5.0,0.10825460212006431,0.1341712184020386,5.0,0.06479259955846921,0.19988307014580647,5.0,0.09805385877510878,0.1725637856890418,5.0,0.15226452488038267,0.14238458096597809,5.0,-0.3984261510798214,0.32783185674215687,5.0,-0.39783390402687885,0.4250998702463535,5.0
FAM193B,,,,-0.2607718732755448,0.18370230501434603,4.0,-0.06645003033574319,0.3816019190224692,4.0,-0.3531002769889972,0.16603587170153744,4.0,-0.21274258789995582,0.28374970357797275,4.0,-0.06404012098646486,0.2533932560157519,4.0,-0.13832848731494296,0.41164894468706137,4.0,-1.0839674089534443,0.5321390764418453,4.0,-1.0843283823525358,0.49052779305369393,4.0
FAM194A,,,,-0.30704820685196643,0.5581640762622208,4.0,-0.22759759114465666,0.5073526416914367,4.0,-0.08124331209356139,0.6212932138683004,4.0,-0.19373688675553496,0.4522601152612389,4.0,-0.3124503594922719,0.4442726945031872,4.0,-0.30135687138345846,0.39337055554662315,4.0,-0.9850940827276423,0.2064583163360268,4.0,-1.2564493955677447,0.31052825148975166,4.0
FAM194B,,,,-0.09017401525168374,0.4954036823388728,3.0,-0.4272990471601274,0.3061775495345703,3.0,-0.03532857717696747,0.5475360151779938,3.0,-0.3138451868376879,0.6269468847161633,3.0,-0.42638448509853705,0.3646419811169823,3.0,0.07608924048524526,0.24030251722093723,3.0,-0.7799956314999127,0.5015864940835681,3.0,-0.6425557824464152,0.4756691293752159,3.0
FAM195A,,,,0.007043532728957749,0.3826637596717534,3.0,-0.15014830743064256,0.3641225070601766,3.0,0.07400111962703505,0.4690589704001501,3.0,0.027876561960981996,0.39617184595870847,3.0,-0.06016932780710204,0.32231892983858923,3.0,-0.09960918590883583,0.40436680130936786,3.0,-1.1427959563530596,0.7067711327131628,3.0,-1.3538817557203078,0.80688285228725,3.0
FAM195B,,,,-0.1919703492746871,0.3245210519240545,4.0,-0.04243999715806997,0.2915556466425765,4.0,-0.050479716969487956,0.2970777833772763,4.0,-0.09565759517100345,0.2878265449575089,4.0,-0.08505259227887434,0.25931501988526445,4.0,-0.04098034041282224,0.29701674027274594,4.0,-0.6630454335778815,0.3908715025645602,4.0,-0.9264940087259068,0.38702027567765807,4.0
FAM196A,,,,-0.0092946439827981,0.31293662157307156,3.0,-0.5226667354596675,0.24695469672421855,3.0,0.11863699262615435,0.2870863683840311,3.0,-0.18362390589392172,0.42301674218525404,3.0,-0.6845395515179591,0.3302878583732852,3.0,-0.5208239909464369,0.14025487711093054,3.0,-1.4496536914043525,0.6336112817119616,3.0,-1.029441698864747,0.99431243302226,3.0
FAM196B,,,,0.048532248246817816,0.2910792934204272,3.0,0.1753588400702175,0.30830758978809547,3.0,0.6376708231240406,0.5938321961597238,3.0,0.11715110466004551,0.2855179099277845,3.0,-0.04638709023701654,0.421160590807746,3.0,-0.0002840075945421377,0.4339926425519665,3.0,-0.9700880482289628,0.5397527887414681,3.0,-1.0981638112634866,0.4229243165778848,3.0
FAM198A,,,,-0.08152843536689813,0.38714001124312664,4.0,-0.08408338528975567,0.3483686263467387,4.0,-0.06630877243787622,0.5443605775306672,4.0,-0.12777915637715825,0.410756134909229,4.0,0.06612193867996934,0.26854713066324437,4.0,0.05323778520637646,0.301056731432955,4.0,-0.5271013297794062,1.9176585969820321,4.0,-0.34544820476807775,1.9238732397286713,4.0
FAM198B,,,,-0.01060945450004401,0.2784070384657458,5.0,-0.1310678812283446,0.2886803530256748,5.0,-0.17772787067558787,0.29518113010193625,5.0,-0.13453549941811813,0.27246197207988954,5.0,-0.20051790785023196,0.40376357453390327,5.0,-0.06716786828210905,0.3546175689280504,5.0,-1.2564447296164598,0.6311748983194271,5.0,-1.6452421986543149,0.9264505151303509,5.0
FAM199X,,,,0.07001015840402099,0.36438238704743064,4.0,0.08472531744114947,0.2934136900365236,4.0,-0.1237305573917696,0.46104078228013207,4.0,-0.15211165461668533,0.4633737452261699,4.0,0.033702168187027384,0.4661554773403295,4.0,0.06714178063608553,0.5365550615611916,4.0,-0.8346915918404921,0.8297765175956517,4.0,-0.8665797332899687,0.979122087344218,4.0
FAM200A,,,,0.08480826605219807,0.11191428818435632,2.0,0.08396407532641836,0.03907386208149999,2.0,0.32530292380058157,0.10572150239257125,2.0,0.2576839476827013,0.12193352977835718,2.0,0.2137617393808671,0.012824726672392055,2.0,-0.025939757044911402,0.25583796260757236,2.0,-0.8970712081191305,0.37458520924992356,2.0,-0.8157981070315317,0.1660141562067644,2.0
FAM200B,,,,-0.1274606424649204,1.010752859503889,2.0,-0.3609649105565229,0.8709525465238569,2.0,-0.4424741720267272,1.1761348692267362,2.0,-0.5120707285124619,1.0672572349671496,2.0,-0.29844564698835513,1.1475253113419666,2.0,-0.3359974138556916,1.0114423810498792,2.0,-1.0640802133311267,1.6572850570681081,2.0,-1.0293324245350137,1.81743563727358,2.0
FAM204A,,,,-0.34394190176919376,0.5181151541146017,3.0,-0.49477734705840093,0.5093940039152665,3.0,-0.17156674149051648,0.587361908396856,3.0,-0.8466710897142357,0.5831508784660656,3.0,-0.14591653381776457,0.6762408437454612,3.0,-0.3821141834677204,0.7839744391982311,3.0,-0.5963895035557117,1.2330468734051525,3.0,-0.4243038772274843,1.4186388883307746,3.0
FAM205A,,,,-0.08044532428436475,0.4660409379812089,3.0,0.053108249376444476,0.46602870301870714,3.0,-0.4011580247081137,0.38707003121979405,3.0,0.1499735141868256,0.6348651147083101,3.0,0.11484131987571163,0.3085937226236315,3.0,-0.006804103286401881,0.24284914885528625,3.0,0.38305580618433255,0.7993444223275159,3.0,0.2819160449919108,0.6764521389093431,3.0
FAM206A,,,,-0.2965473877515893,0.3223490039216683,2.0,-0.2391097985416621,0.06373377023033111,2.0,-0.15712788535020417,0.2721695102372995,2.0,-0.31343315060607124,0.8996448821870827,2.0,-0.36856846278189914,0.18936495996058003,2.0,-0.18657541764461202,0.18951646868718772,2.0,-1.1312638897618776,0.1035891333967829,2.0,-1.4484359607332156,0.34702418957581754,2.0
FAM207A,,,,-0.4232264547783968,0.17878426062658676,2.0,-0.5218567944656574,0.02905633149005377,2.0,-0.7772426924437834,0.18857603590600533,2.0,-0.5031045478897517,0.5212945157434437,2.0,-0.6370091373967173,0.03138365169247685,2.0,-0.4561555583347824,0.040310477269196385,2.0,-1.490397652494125,0.021165822155823386,2.0,-1.3622224786381554,0.4309538729974996,2.0
FAM208A,,,,-0.10717115184339113,0.5128187377888336,8.0,-0.05625781313152336,0.5726238639201792,8.0,-0.31136451903385365,0.5345490240632889,8.0,-0.11526507521365677,0.7193085873456653,8.0,-0.12120066176463842,0.8718067052732879,8.0,-0.11793711428041713,0.6707735114146733,8.0,-0.9983902456834177,0.808266424409764,8.0,-1.1865854323436766,0.8617153723101518,8.0
FAM208B,,,,0.14749772808093897,0.13249586208442446,2.0,0.1321654442582587,0.29622453871709153,2.0,-0.08810124984649063,0.25439461016741416,2.0,0.33226424088989626,0.029756356066881123,2.0,0.15708556552163655,0.5579480156831137,2.0,0.17154654975471917,0.33637812644742,2.0,-0.48813997296674916,0.2831201482070189,2.0,-0.6125251208947465,0.12900710910056182,2.0
FAM209A,,,,0.2008496912390128,0.4789983655207678,3.0,0.1714898159505197,0.4468839733717006,3.0,-0.017040933416106102,0.4164607292329383,3.0,-0.1333461010054163,0.48159514291062916,3.0,0.022858773967812863,0.2555895343372575,3.0,0.17766899431846125,0.3561475431949226,3.0,-0.7993271167876206,0.031964694328274555,3.0,-0.6916424638682838,0.02204238187398569,3.0
FAM209B,,,,-0.19501220479747516,0.34017686091032684,3.0,-0.05630383557231762,0.3366506059010128,3.0,0.07271493956906082,0.2539651297415955,3.0,0.05769065717495902,0.23940820592405776,3.0,-0.06566460231621613,0.4192920822655522,3.0,-0.21936116313341825,0.377093690926532,3.0,-0.34188262478113274,0.32890488387151995,3.0,-0.34553586930421054,0.5557506258902011,3.0
FAM210A,,,,-0.06501229030769327,0.5585156255119776,4.0,-0.09611961491370984,0.6940229330401364,4.0,-0.34820952899874386,0.8263378148966127,4.0,-0.6599373025695412,0.8535679350000844,4.0,-0.02749608422632495,0.216124350604303,4.0,-0.000643509874064252,0.10314888080002162,4.0,-0.7319530742583187,0.9390768340894657,4.0,-0.7231034528280809,0.9922833452206586,4.0
